Price,Open,High,Low,Close
2024-12-03,2639.0,2654.699951171875,2636.0,2644.699951171875
2024-12-04,2639.199951171875,2658.300048828125,2637.0,2653.800048828125
2024-12-05,2652.39990234375,2655.0,2625.699951171875,2626.60009765625
2024-12-06,2620.199951171875,2643.10009765625,2617.5,2638.60009765625
2024-12-09,2632.10009765625,2677.10009765625,2630.800048828125,2664.89990234375
2024-12-10,2662.300048828125,2698.199951171875,2661.0,2697.60009765625
2024-12-11,2701.800048828125,2733.800048828125,2693.10009765625,2733.800048828125
2024-12-12,2725.10009765625,2725.10009765625,2677.39990234375,2687.5
2024-12-13,2688.199951171875,2689.300048828125,2647.89990234375,2656.0
2024-12-16,2658.300048828125,2663.300048828125,2651.0,2651.39990234375
2024-12-17,2651.800048828125,2652.300048828125,2632.5,2644.39990234375
2024-12-18,2644.300048828125,2647.10009765625,2590.199951171875,2636.5
2024-12-19,2582.10009765625,2610.300048828125,2582.10009765625,2592.199951171875
2024-12-20,2605.300048828125,2631.60009765625,2604.89990234375,2628.699951171875
2024-12-23,2620.0,2627.699951171875,2611.10009765625,2612.300048828125
2024-12-24,2613.0,2620.0,2609.5,2620.0
2024-12-26,2628.5,2638.800048828125,2627.89990234375,2638.800048828125
2024-12-27,2617.699951171875,2617.699951171875,2616.39990234375,2617.199951171875
2024-12-30,2620.699951171875,2626.89990234375,2597.0,2606.10009765625
2024-12-31,2608.39990234375,2629.199951171875,2604.89990234375,2629.199951171875
2025-01-02,2633.0,2663.10009765625,2633.0,2658.89990234375
2025-01-03,2658.699951171875,2658.699951171875,2641.800048828125,2645.0
2025-01-06,2645.5,2647.0,2617.300048828125,2638.39990234375
2025-01-07,2653.39990234375,2657.5,2653.0,2656.699951171875
2025-01-08,2655.5,2676.89990234375,2653.5,2664.5
2025-01-09,2669.699951171875,2686.300048828125,2667.89990234375,2683.800048828125
2025-01-10,2686.10009765625,2720.10009765625,2683.699951171875,2708.5
2025-01-13,2711.10009765625,2711.199951171875,2673.5,2673.5
2025-01-14,2673.60009765625,2688.300048828125,2670.800048828125,2677.5
2025-01-15,2690.800048828125,2712.5,2690.800048828125,2712.5
2025-01-16,2731.699951171875,2749.800048828125,2731.699951171875,2746.39990234375
2025-01-17,2736.0,2751.60009765625,2725.5,2744.300048828125
2025-01-21,2746.0,2755.0,2724.800048828125,2755.0
2025-01-22,2754.5,2768.800048828125,2753.5,2767.60009765625
2025-01-23,2760.0,2765.0,2745.39990234375,2763.10009765625
2025-01-24,2759.800048828125,2792.0,2759.800048828125,2777.300048828125
2025-01-27,2761.10009765625,2762.199951171875,2737.5,2737.5
2025-01-28,2738.0,2766.800048828125,2738.0,2766.800048828125
2025-01-29,2769.10009765625,2769.10009765625,2769.10009765625,2769.10009765625
2025-01-30,2772.5,2829.5,2770.0,2823.0
2025-01-31,2829.0,2838.0,2804.0,2812.5
2025-02-03,2818.199951171875,2848.39990234375,2780.89990234375,2833.89990234375
2025-02-04,2827.60009765625,2853.300048828125,2816.10009765625,2853.300048828125
2025-02-05,2850.0,2880.5,2848.0,2871.60009765625
2025-02-06,2865.199951171875,2871.699951171875,2836.300048828125,2856.0
2025-02-07,2859.89990234375,2889.5,2857.800048828125,2867.300048828125
2025-02-10,2864.199951171875,2916.10009765625,2863.800048828125,2914.300048828125
2025-02-11,2925.5,2945.39990234375,2890.0,2912.5
2025-02-12,2902.0,2912.300048828125,2868.60009765625,2909.0
2025-02-13,2911.300048828125,2937.699951171875,2910.60009765625,2925.89990234375
2025-02-14,2937.300048828125,2944.39990234375,2874.800048828125,2883.60009765625
2025-02-18,2879.199951171875,2936.39990234375,2873.800048828125,2931.60009765625
2025-02-19,2938.699951171875,2946.0,2917.10009765625,2919.39990234375
2025-02-20,2949.10009765625,2955.800048828125,2924.199951171875,2940.0
2025-02-21,2938.800048828125,2940.0,2917.300048828125,2937.60009765625
2025-02-24,2933.10009765625,2957.89990234375,2933.10009765625,2947.89990234375
2025-02-25,2938.699951171875,2943.199951171875,2890.0,2904.5
2025-02-26,2913.5,2917.0,2913.0,2916.800048828125
2025-02-27,2918.5,2922.800048828125,2870.39990234375,2883.199951171875
2025-02-28,2877.10009765625,2877.10009765625,2834.10009765625,2836.800048828125
2025-03-03,2872.699951171875,2891.800048828125,2863.39990234375,2890.199951171875
2025-03-04,2886.10009765625,2927.89990234375,2886.10009765625,2909.60009765625
2025-03-05,2916.699951171875,2922.0,2893.0,2915.300048828125
2025-03-06,2904.0,2918.60009765625,2903.800048828125,2916.60009765625
2025-03-07,2900.89990234375,2927.300048828125,2900.5,2904.699951171875
2025-03-10,2910.10009765625,2915.10009765625,2880.199951171875,2891.0
2025-03-11,2884.39990234375,2916.699951171875,2880.39990234375,2912.89990234375
2025-03-12,2912.0,2939.10009765625,2910.0,2939.10009765625
2025-03-13,2937.10009765625,2988.0,2935.199951171875,2984.300048828125
2025-03-14,2994.39990234375,3004.800048828125,2986.0,2994.5
2025-03-17,2991.0,3001.5,2989.0,3000.0
2025-03-18,3006.39990234375,3039.199951171875,3004.39990234375,3035.10009765625
2025-03-19,3035.199951171875,3050.89990234375,3030.89990234375,3035.89990234375
2025-03-20,3047.300048828125,3047.300048828125,3034.39990234375,3040.0
2025-03-21,3034.5,3037.5,3000.89990234375,3018.199951171875
2025-03-24,3024.300048828125,3024.300048828125,3006.0,3013.10009765625
2025-03-25,3026.39990234375,3028.800048828125,3023.699951171875,3023.699951171875
2025-03-26,3033.199951171875,3033.199951171875,3019.5,3020.89990234375
2025-03-27,3025.5,3065.0,3025.5,3060.199951171875
2025-03-28,3069.699951171875,3094.89990234375,3066.800048828125,3086.5
2025-03-31,3091.0,3132.5,3086.0,3122.800048828125
2025-04-01,3129.699951171875,3149.5,3104.0,3118.89990234375
2025-04-02,3120.699951171875,3168.60009765625,3117.39990234375,3139.89990234375
2025-04-03,3150.0,3166.89990234375,3052.0,3097.0
2025-04-04,3110.5,3127.699951171875,3011.0,3012.0
2025-04-07,3016.39990234375,3050.800048828125,2949.699951171875,2951.300048828125
2025-04-08,2994.0,3014.5,2968.39990234375,2968.39990234375
2025-04-09,2965.800048828125,3090.39990234375,2965.800048828125,3056.5
2025-04-10,3073.89990234375,3167.0,3072.10009765625,3155.199951171875
2025-04-11,3182.10009765625,3235.0,3182.10009765625,3222.199951171875
2025-04-14,3215.5,3228.800048828125,3194.5,3204.800048828125
2025-04-15,3216.0,3218.699951171875,3214.0,3218.699951171875
2025-04-16,3238.300048828125,3334.89990234375,3238.300048828125,3326.60009765625
2025-04-17,3345.0,3345.0,3287.800048828125,3308.699951171875
2025-04-21,3342.199951171875,3418.5,3342.199951171875,3406.199951171875
2025-04-22,3422.199951171875,3485.60009765625,3361.699951171875,3400.800048828125
2025-04-23,3321.199951171875,3370.300048828125,3256.199951171875,3276.300048828125
2025-04-24,3305.39990234375,3353.89990234375,3304.89990234375,3332.0
2025-04-25,3355.5,3355.5,3266.10009765625,3282.39990234375
2025-04-28,3284.5,3332.5,3284.5,3332.5
2025-04-29,3340.0,3340.0,3299.89990234375,3318.800048828125
2025-04-30,3318.699951171875,3318.699951171875,3268.0,3305.0
2025-05-01,3272.89990234375,3275.0,3198.60009765625,3210.0
2025-05-02,3239.89990234375,3257.0,3225.0,3231.89990234375
2025-05-05,3242.699951171875,3315.699951171875,3239.699951171875,3311.300048828125
2025-05-06,3365.5,3430.89990234375,3356.800048828125,3411.39990234375
2025-05-07,3418.699951171875,3418.699951171875,3364.699951171875,3381.39990234375
2025-05-08,3390.0,3390.0,3288.699951171875,3296.60009765625
2025-05-09,3299.0,3335.5,3299.0,3335.39990234375
2025-05-12,3300.699951171875,3300.699951171875,3205.0,3220.0
2025-05-13,3232.0,3251.39990234375,3223.5,3240.300048828125
2025-05-14,3233.0,3233.0,3171.699951171875,3181.39990234375
2025-05-15,3151.0,3228.10009765625,3125.0,3220.699951171875
2025-05-16,3227.699951171875,3228.10009765625,3173.89990234375,3182.0
2025-05-19,3234.39990234375,3241.0,3228.300048828125,3228.89990234375
2025-05-20,3219.0,3293.199951171875,3207.5,3280.300048828125
2025-05-21,3293.39990234375,3317.5,3290.199951171875,3309.300048828125
2025-05-22,3327.300048828125,3328.0,3282.699951171875,3292.300048828125
2025-05-23,3328.0,3363.60009765625,3323.5,3363.60009765625
2025-05-26,3355.60009765625,3356.0,3322.89990234375,3342.39990234375
